name,n_folds,accuracy_mean,accuracy_std,f1_mean,f1_std,f1_macro_mean,f1_macro_std,precision_neg_mean,precision_neg_std,recall_neg_mean,recall_neg_std,f1_neg_mean,f1_neg_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std
rf,5,0.737673241110293,0.005806762895428292,0.8349299715308071,0.003726945624183011,0.5980381870124104,0.010811751466430784,0.71683440023769,0.03151286962545574,0.24172176308539944,0.01600408712378625,0.36114640249401386,0.01920584581336811,0.7402351323235724,0.0038329174358767964,0.9574445162680456,0.006819850917141859,0.8349299715308071,0.003726945624183011
