name,n_folds,accuracy_mean,accuracy_std,f1_mean,f1_std,f1_macro_mean,f1_macro_std,precision_neg_mean,precision_neg_std,recall_neg_mean,recall_neg_std,f1_neg_mean,f1_neg_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std
ridge,5,0.7208961392903734,0.004842176102615483,0.8100624942109814,0.0035132128084412275,0.6410539682463393,0.01584806034279298,0.5630797031119972,0.010730135567857665,0.40899449035812674,0.04798174520765152,0.4720454422816972,0.0327382467946238,0.7667392038577974,0.010895193232354418,0.8591198017668606,0.01830106760466559,0.8100624942109814,0.0035132128084412275
