name,n_folds,accuracy_mean,accuracy_std,f1_mean,f1_std,f1_macro_mean,f1_macro_std,precision_neg_mean,precision_neg_std,recall_neg_mean,recall_neg_std,f1_neg_mean,f1_neg_std,precision_pos_mean,precision_pos_std,recall_pos_mean,recall_pos_std,f1_pos_mean,f1_pos_std
logreg,5,0.7086875653892355,0.005768148391668906,0.798868596585186,0.007303717303773606,0.6342416471244429,0.01001037301044434,0.5339619839619839,0.016174535911146308,0.4222314049586776,0.04509428988077208,0.4696146976636995,0.02475478434013701,0.7658108059233191,0.009104039296475994,0.8356280973928032,0.0249903313096613,0.798868596585186,0.007303717303773606
